State,Country,Date,Measure,value,daily_change
St Martin,France,2020-01-22,recovered,0,0
Tasmania,Australia,2020-01-22,recovered,0,0
Tianjin,China,2020-01-22,recovered,0,0
Tibet,China,2020-01-22,recovered,0,0
Turks and Caicos Islands,UK,2020-01-22,recovered,0,0
Victoria,Australia,2020-01-22,recovered,0,0
Western Australia,Australia,2020-01-22,recovered,0,0
Xinjiang,China,2020-01-22,recovered,0,0
Yukon,Canada,2020-01-22,recovered,0,0
Yunnan,China,2020-01-22,recovered,0,0
Zhejiang,China,2020-01-22,recovered,0,0
,Afghanistan,2020-01-22,recovered,0,0
,Albania,2020-01-22,recovered,0,0
,Algeria,2020-01-22,recovered,0,0
,Andorra,2020-01-22,recovered,0,0
,Angola,2020-01-22,recovered,0,0
,Antigua and Barbuda,2020-01-22,recovered,0,0
,Argentina,2020-01-22,recovered,0,0
,Armenia,2020-01-22,recovered,0,0
,Austria,2020-01-22,recovered,0,0
,Azerbaijan,2020-01-22,recovered,0,0
,Bahamas,2020-01-22,recovered,0,0
,Bahrain,2020-01-22,recovered,0,0
,Bangladesh,2020-01-22,recovered,0,0
,Barbados,2020-01-22,recovered,0,0
,Belarus,2020-01-22,recovered,0,0
,Belgium,2020-01-22,recovered,0,0
,Belize,2020-01-22,recovered,0,0
,Benin,2020-01-22,recovered,0,0
,Bhutan,2020-01-22,recovered,0,0
,Bolivia,2020-01-22,recovered,0,0
,Bosnia and Herzegovina,2020-01-22,recovered,0,0
,Botswana,2020-01-22,recovered,0,0
,Brazil,2020-01-22,recovered,0,0
,Brunei,2020-01-22,recovered,0,0
,Bulgaria,2020-01-22,recovered,0,0
,Burkina Faso,2020-01-22,recovered,0,0
,Burma,2020-01-22,recovered,0,0
,Burundi,2020-01-22,recovered,0,0
,Cabo Verde,2020-01-22,recovered,0,0
,Cambodia,2020-01-22,recovered,0,0
,Cameroon,2020-01-22,recovered,0,0
,Central African Republic,2020-01-22,recovered,0,0
,Chad,2020-01-22,recovered,0,0
,Chile,2020-01-22,recovered,0,0
,Colombia,2020-01-22,recovered,0,0
,Congo (Brazzaville),2020-01-22,recovered,0,0
,Congo (Kinshasa),2020-01-22,recovered,0,0
,Costa Rica,2020-01-22,recovered,0,0
,Cote d'Ivoire,2020-01-22,recovered,0,0
,Croatia,2020-01-22,recovered,0,0
,Cuba,2020-01-22,recovered,0,0
,Cyprus,2020-01-22,recovered,0,0
,Czechia,2020-01-22,recovered,0,0
,Denmark,2020-01-22,recovered,0,0
,Diamond Princess,2020-01-22,recovered,0,0
,Djibouti,2020-01-22,recovered,0,0
,Dominica,2020-01-22,recovered,0,0
,Dominican Republic,2020-01-22,recovered,0,0
,Ecuador,2020-01-22,recovered,0,0
,Egypt,2020-01-22,recovered,0,0
,El Salvador,2020-01-22,recovered,0,0
,Equatorial Guinea,2020-01-22,recovered,0,0
,Eritrea,2020-01-22,recovered,0,0
,Estonia,2020-01-22,recovered,0,0
,Eswatini,2020-01-22,recovered,0,0
,Ethiopia,2020-01-22,recovered,0,0
,Fiji,2020-01-22,recovered,0,0
,Finland,2020-01-22,recovered,0,0
,France,2020-01-22,recovered,0,0
,Gabon,2020-01-22,recovered,0,0
,Gambia,2020-01-22,recovered,0,0
,Georgia,2020-01-22,recovered,0,0
,Germany,2020-01-22,recovered,0,0
,Ghana,2020-01-22,recovered,0,0
,Greece,2020-01-22,recovered,0,0
,Grenada,2020-01-22,recovered,0,0
,Guatemala,2020-01-22,recovered,0,0
,Guinea,2020-01-22,recovered,0,0
,Guinea-Bissau,2020-01-22,recovered,0,0
,Guyana,2020-01-22,recovered,0,0
,Haiti,2020-01-22,recovered,0,0
,Holy See,2020-01-22,recovered,0,0
,Honduras,2020-01-22,recovered,0,0
,Hungary,2020-01-22,recovered,0,0
,Iceland,2020-01-22,recovered,0,0
,India,2020-01-22,recovered,0,0
,Indonesia,2020-01-22,recovered,0,0
,Iran,2020-01-22,recovered,0,0
,Iraq,2020-01-22,recovered,0,0
,Ireland,2020-01-22,recovered,0,0
,Israel,2020-01-22,recovered,0,0
,Italy,2020-01-22,recovered,0,0
,Jamaica,2020-01-22,recovered,0,0
,Japan,2020-01-22,recovered,0,0
,Jordan,2020-01-22,recovered,0,0
,Kazakhstan,2020-01-22,recovered,0,0
,Kenya,2020-01-22,recovered,0,0
,"Korea, South",2020-01-22,recovered,0,0
,Kosovo,2020-01-22,recovered,0,0
,Kuwait,2020-01-22,recovered,0,0
,Kyrgyzstan,2020-01-22,recovered,0,0
,Laos,2020-01-22,recovered,0,0
,Latvia,2020-01-22,recovered,0,0
,Lebanon,2020-01-22,recovered,0,0
,Liberia,2020-01-22,recovered,0,0
,Libya,2020-01-22,recovered,0,0
,Liechtenstein,2020-01-22,recovered,0,0
,Lithuania,2020-01-22,recovered,0,0
,Luxembourg,2020-01-22,recovered,0,0
,Madagascar,2020-01-22,recovered,0,0
,Malawi,2020-01-22,recovered,0,0
,Malaysia,2020-01-22,recovered,0,0
,Maldives,2020-01-22,recovered,0,0
,Mali,2020-01-22,recovered,0,0
,Malta,2020-01-22,recovered,0,0
,Mauritania,2020-01-22,recovered,0,0
,Mauritius,2020-01-22,recovered,0,0
,Mexico,2020-01-22,recovered,0,0
,Moldova,2020-01-22,recovered,0,0
,Monaco,2020-01-22,recovered,0,0
,Mongolia,2020-01-22,recovered,0,0
,Montenegro,2020-01-22,recovered,0,0
,Morocco,2020-01-22,recovered,0,0
,Mozambique,2020-01-22,recovered,0,0
,MS Zaandam,2020-01-22,recovered,0,0
,Namibia,2020-01-22,recovered,0,0
,Nepal,2020-01-22,recovered,0,0
,Netherlands,2020-01-22,recovered,0,0
,New Zealand,2020-01-22,recovered,0,0
,Nicaragua,2020-01-22,recovered,0,0
,Niger,2020-01-22,recovered,0,0
,Nigeria,2020-01-22,recovered,0,0
,North Macedonia,2020-01-22,recovered,0,0
,Norway,2020-01-22,recovered,0,0
,Oman,2020-01-22,recovered,0,0
,Pakistan,2020-01-22,recovered,0,0
,Panama,2020-01-22,recovered,0,0
,Papua New Guinea,2020-01-22,recovered,0,0
,Paraguay,2020-01-22,recovered,0,0
,Peru,2020-01-22,recovered,0,0
,Philippines,2020-01-22,recovered,0,0
,Poland,2020-01-22,recovered,0,0
,Portugal,2020-01-22,recovered,0,0
,Qatar,2020-01-22,recovered,0,0
,Romania,2020-01-22,recovered,0,0
,Russia,2020-01-22,recovered,0,0
,Rwanda,2020-01-22,recovered,0,0
,Saint Kitts and Nevis,2020-01-22,recovered,0,0
,Saint Lucia,2020-01-22,recovered,0,0
,Saint Vincent and the Grenadines,2020-01-22,recovered,0,0
,San Marino,2020-01-22,recovered,0,0
,Saudi Arabia,2020-01-22,recovered,0,0
,Senegal,2020-01-22,recovered,0,0
,Serbia,2020-01-22,recovered,0,0
,Seychelles,2020-01-22,recovered,0,0
,Sierra Leone,2020-01-22,recovered,0,0
,Singapore,2020-01-22,recovered,0,0
,Slovakia,2020-01-22,recovered,0,0
,Slovenia,2020-01-22,recovered,0,0
,Somalia,2020-01-22,recovered,0,0
,South Africa,2020-01-22,recovered,0,0
,South Sudan,2020-01-22,recovered,0,0
,Spain,2020-01-22,recovered,0,0
,Sri Lanka,2020-01-22,recovered,0,0
,Sudan,2020-01-22,recovered,0,0
,Suriname,2020-01-22,recovered,0,0
,Sweden,2020-01-22,recovered,0,0
,Switzerland,2020-01-22,recovered,0,0
,Syria,2020-01-22,recovered,0,0
,Taiwan,2020-01-22,recovered,0,0
,Tanzania,2020-01-22,recovered,0,0
,Thailand,2020-01-22,recovered,0,0
,Timor-Leste,2020-01-22,recovered,0,0
,Togo,2020-01-22,recovered,0,0
,Trinidad and Tobago,2020-01-22,recovered,0,0
,Tunisia,2020-01-22,recovered,0,0
,Turkey,2020-01-22,recovered,0,0
,Uganda,2020-01-22,recovered,0,0
,Ukraine,2020-01-22,recovered,0,0
,UAE,2020-01-22,recovered,0,0
,UK,2020-01-22,recovered,0,0
,Uruguay,2020-01-22,recovered,0,0
,US,2020-01-22,recovered,0,0
,Uzbekistan,2020-01-22,recovered,0,0
,Venezuela,2020-01-22,recovered,0,0
,Vietnam,2020-01-22,recovered,0,0
,West Bank and Gaza,2020-01-22,recovered,0,0
,Western Sahara,2020-01-22,recovered,0,0
,Zambia,2020-01-22,recovered,0,0
,Zimbabwe,2020-01-22,recovered,0,0
Alberta,Canada,2020-01-23,confirmed,0,0
Anguilla,UK,2020-01-23,confirmed,0,0
Anhui,China,2020-01-23,confirmed,9,8
Aruba,Netherlands,2020-01-23,confirmed,0,0
Australian Capital Territory,Australia,2020-01-23,confirmed,0,0
Beijing,China,2020-01-23,confirmed,22,8
Bermuda,UK,2020-01-23,confirmed,0,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-01-23,confirmed,0,0
British Columbia,Canada,2020-01-23,confirmed,0,0
British Virgin Islands,UK,2020-01-23,confirmed,0,0
Cayman Islands,UK,2020-01-23,confirmed,0,0
Channel Islands,UK,2020-01-23,confirmed,0,0
Chongqing,China,2020-01-23,confirmed,9,3
Curacao,Netherlands,2020-01-23,confirmed,0,0
Diamond Princess,Canada,2020-01-23,confirmed,0,0
Falkland Islands (Islas Malvinas),UK,2020-01-23,confirmed,0,0
Faroe Islands,Denmark,2020-01-23,confirmed,0,0
French Guiana,France,2020-01-23,confirmed,0,0
French Polynesia,France,2020-01-23,confirmed,0,0
Fujian,China,2020-01-23,confirmed,5,4
Gansu,China,2020-01-23,confirmed,2,2
Gibraltar,UK,2020-01-23,confirmed,0,0
Grand Princess,Canada,2020-01-23,confirmed,0,0
Greenland,Denmark,2020-01-23,confirmed,0,0
Guadeloupe,France,2020-01-23,confirmed,0,0
Guangdong,China,2020-01-23,confirmed,32,6
Guangxi,China,2020-01-23,confirmed,5,3
Guizhou,China,2020-01-23,confirmed,3,2
Hainan,China,2020-01-23,confirmed,5,1
Hebei,China,2020-01-23,confirmed,1,0
Heilongjiang,China,2020-01-23,confirmed,2,2
Henan,China,2020-01-23,confirmed,5,0
Hong Kong,China,2020-01-23,confirmed,2,2
Hubei,China,2020-01-23,confirmed,444,0
Hunan,China,2020-01-23,confirmed,9,5
Inner Mongolia,China,2020-01-23,confirmed,0,0
Isle of Man,UK,2020-01-23,confirmed,0,0
Jiangsu,China,2020-01-23,confirmed,5,4
Jiangxi,China,2020-01-23,confirmed,7,5
Jilin,China,2020-01-23,confirmed,1,1
Liaoning,China,2020-01-23,confirmed,3,1
Macau,China,2020-01-23,confirmed,2,1
Manitoba,Canada,2020-01-23,confirmed,0,0
Martinique,France,2020-01-23,confirmed,0,0
Mayotte,France,2020-01-23,confirmed,0,0
Montserrat,UK,2020-01-23,confirmed,0,0
New Brunswick,Canada,2020-01-23,confirmed,0,0
New Caledonia,France,2020-01-23,confirmed,0,0
New South Wales,Australia,2020-01-23,confirmed,0,0
Newfoundland and Labrador,Canada,2020-01-23,confirmed,0,0
Ningxia,China,2020-01-23,confirmed,1,0
Northern Territory,Australia,2020-01-23,confirmed,0,0
Northwest Territories,Canada,2020-01-23,confirmed,0,0
Nova Scotia,Canada,2020-01-23,confirmed,0,0
Ontario,Canada,2020-01-23,confirmed,0,0
Prince Edward Island,Canada,2020-01-23,confirmed,0,0
Qinghai,China,2020-01-23,confirmed,0,0
Quebec,Canada,2020-01-23,confirmed,0,0
Queensland,Australia,2020-01-23,confirmed,0,0
Recovered,Canada,2020-01-23,confirmed,0,0
Reunion,France,2020-01-23,confirmed,0,0
Saint Barthelemy,France,2020-01-23,confirmed,0,0
Saint Pierre and Miquelon,France,2020-01-23,confirmed,0,0
Saskatchewan,Canada,2020-01-23,confirmed,0,0
Shaanxi,China,2020-01-23,confirmed,3,3
Shandong,China,2020-01-23,confirmed,6,4
Shanghai,China,2020-01-23,confirmed,16,7
Shanxi,China,2020-01-23,confirmed,1,0
Sichuan,China,2020-01-23,confirmed,8,3
Sint Maarten,Netherlands,2020-01-23,confirmed,0,0
South Australia,Australia,2020-01-23,confirmed,0,0
St Martin,France,2020-01-23,confirmed,0,0
Tasmania,Australia,2020-01-23,confirmed,0,0
Tianjin,China,2020-01-23,confirmed,4,0
Tibet,China,2020-01-23,confirmed,0,0
Turks and Caicos Islands,UK,2020-01-23,confirmed,0,0
Victoria,Australia,2020-01-23,confirmed,0,0
Western Australia,Australia,2020-01-23,confirmed,0,0
Xinjiang,China,2020-01-23,confirmed,2,2
Yukon,Canada,2020-01-23,confirmed,0,0
Yunnan,China,2020-01-23,confirmed,2,1
Zhejiang,China,2020-01-23,confirmed,27,17
,Afghanistan,2020-01-23,confirmed,0,0
,Albania,2020-01-23,confirmed,0,0
,Algeria,2020-01-23,confirmed,0,0
,Andorra,2020-01-23,confirmed,0,0
,Angola,2020-01-23,confirmed,0,0
,Antigua and Barbuda,2020-01-23,confirmed,0,0
,Argentina,2020-01-23,confirmed,0,0
,Armenia,2020-01-23,confirmed,0,0
,Austria,2020-01-23,confirmed,0,0
,Azerbaijan,2020-01-23,confirmed,0,0
,Bahamas,2020-01-23,confirmed,0,0
,Bahrain,2020-01-23,confirmed,0,0
,Bangladesh,2020-01-23,confirmed,0,0
,Barbados,2020-01-23,confirmed,0,0
,Belarus,2020-01-23,confirmed,0,0
,Belgium,2020-01-23,confirmed,0,0
,Belize,2020-01-23,confirmed,0,0
,Benin,2020-01-23,confirmed,0,0
,Bhutan,2020-01-23,confirmed,0,0
,Bolivia,2020-01-23,confirmed,0,0
,Bosnia and Herzegovina,2020-01-23,confirmed,0,0
,Botswana,2020-01-23,confirmed,0,0
,Brazil,2020-01-23,confirmed,0,0
,Brunei,2020-01-23,confirmed,0,0
,Bulgaria,2020-01-23,confirmed,0,0
,Burkina Faso,2020-01-23,confirmed,0,0
,Burma,2020-01-23,confirmed,0,0
,Burundi,2020-01-23,confirmed,0,0
,Cabo Verde,2020-01-23,confirmed,0,0
,Cambodia,2020-01-23,confirmed,0,0
,Cameroon,2020-01-23,confirmed,0,0
,Central African Republic,2020-01-23,confirmed,0,0
,Chad,2020-01-23,confirmed,0,0
,Chile,2020-01-23,confirmed,0,0
,Colombia,2020-01-23,confirmed,0,0
,Congo (Brazzaville),2020-01-23,confirmed,0,0
,Congo (Kinshasa),2020-01-23,confirmed,0,0
,Costa Rica,2020-01-23,confirmed,0,0
,Cote d'Ivoire,2020-01-23,confirmed,0,0
,Croatia,2020-01-23,confirmed,0,0
,Cuba,2020-01-23,confirmed,0,0
,Cyprus,2020-01-23,confirmed,0,0
,Czechia,2020-01-23,confirmed,0,0
,Denmark,2020-01-23,confirmed,0,0
,Diamond Princess,2020-01-23,confirmed,0,0
,Djibouti,2020-01-23,confirmed,0,0
,Dominica,2020-01-23,confirmed,0,0
,Dominican Republic,2020-01-23,confirmed,0,0
,Ecuador,2020-01-23,confirmed,0,0
,Egypt,2020-01-23,confirmed,0,0
,El Salvador,2020-01-23,confirmed,0,0
,Equatorial Guinea,2020-01-23,confirmed,0,0
,Eritrea,2020-01-23,confirmed,0,0
,Estonia,2020-01-23,confirmed,0,0
,Eswatini,2020-01-23,confirmed,0,0
,Ethiopia,2020-01-23,confirmed,0,0
,Fiji,2020-01-23,confirmed,0,0
,Finland,2020-01-23,confirmed,0,0
,France,2020-01-23,confirmed,0,0
,Gabon,2020-01-23,confirmed,0,0
,Gambia,2020-01-23,confirmed,0,0
,Georgia,2020-01-23,confirmed,0,0
,Germany,2020-01-23,confirmed,0,0
,Ghana,2020-01-23,confirmed,0,0
,Greece,2020-01-23,confirmed,0,0
,Grenada,2020-01-23,confirmed,0,0
,Guatemala,2020-01-23,confirmed,0,0
,Guinea,2020-01-23,confirmed,0,0
,Guinea-Bissau,2020-01-23,confirmed,0,0
,Guyana,2020-01-23,confirmed,0,0
,Haiti,2020-01-23,confirmed,0,0
,Holy See,2020-01-23,confirmed,0,0
,Honduras,2020-01-23,confirmed,0,0
,Hungary,2020-01-23,confirmed,0,0
,Iceland,2020-01-23,confirmed,0,0
,India,2020-01-23,confirmed,0,0
,Indonesia,2020-01-23,confirmed,0,0
,Iran,2020-01-23,confirmed,0,0
,Iraq,2020-01-23,confirmed,0,0
,Ireland,2020-01-23,confirmed,0,0
,Israel,2020-01-23,confirmed,0,0
,Italy,2020-01-23,confirmed,0,0
,Jamaica,2020-01-23,confirmed,0,0
,Japan,2020-01-23,confirmed,2,0
,Jordan,2020-01-23,confirmed,0,0
,Kazakhstan,2020-01-23,confirmed,0,0
,Kenya,2020-01-23,confirmed,0,0
,"Korea, South",2020-01-23,confirmed,1,0
,Kosovo,2020-01-23,confirmed,0,0
,Kuwait,2020-01-23,confirmed,0,0
,Kyrgyzstan,2020-01-23,confirmed,0,0
,Laos,2020-01-23,confirmed,0,0
,Latvia,2020-01-23,confirmed,0,0
,Lebanon,2020-01-23,confirmed,0,0
,Liberia,2020-01-23,confirmed,0,0
,Libya,2020-01-23,confirmed,0,0
,Liechtenstein,2020-01-23,confirmed,0,0
,Lithuania,2020-01-23,confirmed,0,0
,Luxembourg,2020-01-23,confirmed,0,0
,Madagascar,2020-01-23,confirmed,0,0
,Malawi,2020-01-23,confirmed,0,0
,Malaysia,2020-01-23,confirmed,0,0
,Maldives,2020-01-23,confirmed,0,0
,Mali,2020-01-23,confirmed,0,0
,Malta,2020-01-23,confirmed,0,0
,Mauritania,2020-01-23,confirmed,0,0
,Mauritius,2020-01-23,confirmed,0,0
,Mexico,2020-01-23,confirmed,0,0
,Moldova,2020-01-23,confirmed,0,0
,Monaco,2020-01-23,confirmed,0,0
,Mongolia,2020-01-23,confirmed,0,0
,Montenegro,2020-01-23,confirmed,0,0
,Morocco,2020-01-23,confirmed,0,0
,Mozambique,2020-01-23,confirmed,0,0
,MS Zaandam,2020-01-23,confirmed,0,0
,Namibia,2020-01-23,confirmed,0,0
,Nepal,2020-01-23,confirmed,0,0
,Netherlands,2020-01-23,confirmed,0,0
,New Zealand,2020-01-23,confirmed,0,0
,Nicaragua,2020-01-23,confirmed,0,0
,Niger,2020-01-23,confirmed,0,0
,Nigeria,2020-01-23,confirmed,0,0
,North Macedonia,2020-01-23,confirmed,0,0
,Norway,2020-01-23,confirmed,0,0
,Oman,2020-01-23,confirmed,0,0
,Pakistan,2020-01-23,confirmed,0,0
,Panama,2020-01-23,confirmed,0,0
,Papua New Guinea,2020-01-23,confirmed,0,0
,Paraguay,2020-01-23,confirmed,0,0
,Peru,2020-01-23,confirmed,0,0
,Philippines,2020-01-23,confirmed,0,0
,Poland,2020-01-23,confirmed,0,0
,Portugal,2020-01-23,confirmed,0,0
,Qatar,2020-01-23,confirmed,0,0
,Romania,2020-01-23,confirmed,0,0
,Russia,2020-01-23,confirmed,0,0
,Rwanda,2020-01-23,confirmed,0,0
,Saint Kitts and Nevis,2020-01-23,confirmed,0,0
,Saint Lucia,2020-01-23,confirmed,0,0
,Saint Vincent and the Grenadines,2020-01-23,confirmed,0,0
,San Marino,2020-01-23,confirmed,0,0
,Saudi Arabia,2020-01-23,confirmed,0,0
,Senegal,2020-01-23,confirmed,0,0
,Serbia,2020-01-23,confirmed,0,0
,Seychelles,2020-01-23,confirmed,0,0
,Sierra Leone,2020-01-23,confirmed,0,0
,Singapore,2020-01-23,confirmed,1,1
,Slovakia,2020-01-23,confirmed,0,0
,Slovenia,2020-01-23,confirmed,0,0
,Somalia,2020-01-23,confirmed,0,0
,South Africa,2020-01-23,confirmed,0,0
,South Sudan,2020-01-23,confirmed,0,0
,Spain,2020-01-23,confirmed,0,0
,Sri Lanka,2020-01-23,confirmed,0,0
,Sudan,2020-01-23,confirmed,0,0
,Suriname,2020-01-23,confirmed,0,0
,Sweden,2020-01-23,confirmed,0,0
,Switzerland,2020-01-23,confirmed,0,0
,Syria,2020-01-23,confirmed,0,0
,Taiwan,2020-01-23,confirmed,1,0
,Tanzania,2020-01-23,confirmed,0,0
,Thailand,2020-01-23,confirmed,3,1
,Timor-Leste,2020-01-23,confirmed,0,0
,Togo,2020-01-23,confirmed,0,0
,Trinidad and Tobago,2020-01-23,confirmed,0,0
,Tunisia,2020-01-23,confirmed,0,0
,Turkey,2020-01-23,confirmed,0,0
,Uganda,2020-01-23,confirmed,0,0
,Ukraine,2020-01-23,confirmed,0,0
,UAE,2020-01-23,confirmed,0,0
,UK,2020-01-23,confirmed,0,0
,Uruguay,2020-01-23,confirmed,0,0
,US,2020-01-23,confirmed,1,0
,Uzbekistan,2020-01-23,confirmed,0,0
,Venezuela,2020-01-23,confirmed,0,0
,Vietnam,2020-01-23,confirmed,2,2
,West Bank and Gaza,2020-01-23,confirmed,0,0
,Western Sahara,2020-01-23,confirmed,0,0
,Zambia,2020-01-23,confirmed,0,0
,Zimbabwe,2020-01-23,confirmed,0,0
Alberta,Canada,2020-01-23,deaths,0,0
Anguilla,UK,2020-01-23,deaths,0,0
Anhui,China,2020-01-23,deaths,0,0
Aruba,Netherlands,2020-01-23,deaths,0,0
Australian Capital Territory,Australia,2020-01-23,deaths,0,0
Beijing,China,2020-01-23,deaths,0,0
Bermuda,UK,2020-01-23,deaths,0,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-01-23,deaths,0,0
British Columbia,Canada,2020-01-23,deaths,0,0
British Virgin Islands,UK,2020-01-23,deaths,0,0
Cayman Islands,UK,2020-01-23,deaths,0,0
Channel Islands,UK,2020-01-23,deaths,0,0
Chongqing,China,2020-01-23,deaths,0,0
Curacao,Netherlands,2020-01-23,deaths,0,0
Diamond Princess,Canada,2020-01-23,deaths,0,0
Falkland Islands (Islas Malvinas),UK,2020-01-23,deaths,0,0
Faroe Islands,Denmark,2020-01-23,deaths,0,0
French Guiana,France,2020-01-23,deaths,0,0
French Polynesia,France,2020-01-23,deaths,0,0
Fujian,China,2020-01-23,deaths,0,0
Gansu,China,2020-01-23,deaths,0,0
Gibraltar,UK,2020-01-23,deaths,0,0
Grand Princess,Canada,2020-01-23,deaths,0,0
Greenland,Denmark,2020-01-23,deaths,0,0
Guadeloupe,France,2020-01-23,deaths,0,0
Guangdong,China,2020-01-23,deaths,0,0
Guangxi,China,2020-01-23,deaths,0,0
Guizhou,China,2020-01-23,deaths,0,0
Hainan,China,2020-01-23,deaths,0,0
Hebei,China,2020-01-23,deaths,1,1
Heilongjiang,China,2020-01-23,deaths,0,0
Henan,China,2020-01-23,deaths,0,0
Hong Kong,China,2020-01-23,deaths,0,0
Hubei,China,2020-01-23,deaths,17,0
Hunan,China,2020-01-23,deaths,0,0
Inner Mongolia,China,2020-01-23,deaths,0,0
Isle of Man,UK,2020-01-23,deaths,0,0
Jiangsu,China,2020-01-23,deaths,0,0
Jiangxi,China,2020-01-23,deaths,0,0
Jilin,China,2020-01-23,deaths,0,0
Liaoning,China,2020-01-23,deaths,0,0
Macau,China,2020-01-23,deaths,0,0
Manitoba,Canada,2020-01-23,deaths,0,0
Martinique,France,2020-01-23,deaths,0,0
Mayotte,France,2020-01-23,deaths,0,0
Montserrat,UK,2020-01-23,deaths,0,0
New Brunswick,Canada,2020-01-23,deaths,0,0
New Caledonia,France,2020-01-23,deaths,0,0
New South Wales,Australia,2020-01-23,deaths,0,0
Newfoundland and Labrador,Canada,2020-01-23,deaths,0,0
Ningxia,China,2020-01-23,deaths,0,0
Northern Territory,Australia,2020-01-23,deaths,0,0
Northwest Territories,Canada,2020-01-23,deaths,0,0
Nova Scotia,Canada,2020-01-23,deaths,0,0
Ontario,Canada,2020-01-23,deaths,0,0
Prince Edward Island,Canada,2020-01-23,deaths,0,0
Qinghai,China,2020-01-23,deaths,0,0
Quebec,Canada,2020-01-23,deaths,0,0
Queensland,Australia,2020-01-23,deaths,0,0
Recovered,Canada,2020-01-23,deaths,0,0
Reunion,France,2020-01-23,deaths,0,0
Saint Barthelemy,France,2020-01-23,deaths,0,0
Saint Pierre and Miquelon,France,2020-01-23,deaths,0,0
Saskatchewan,Canada,2020-01-23,deaths,0,0
Shaanxi,China,2020-01-23,deaths,0,0
Shandong,China,2020-01-23,deaths,0,0
Shanghai,China,2020-01-23,deaths,0,0
Shanxi,China,2020-01-23,deaths,0,0
Sichuan,China,2020-01-23,deaths,0,0
Sint Maarten,Netherlands,2020-01-23,deaths,0,0
South Australia,Australia,2020-01-23,deaths,0,0
St Martin,France,2020-01-23,deaths,0,0
Tasmania,Australia,2020-01-23,deaths,0,0
Tianjin,China,2020-01-23,deaths,0,0
Tibet,China,2020-01-23,deaths,0,0
Turks and Caicos Islands,UK,2020-01-23,deaths,0,0
Victoria,Australia,2020-01-23,deaths,0,0
Western Australia,Australia,2020-01-23,deaths,0,0
Xinjiang,China,2020-01-23,deaths,0,0
Yukon,Canada,2020-01-23,deaths,0,0
Yunnan,China,2020-01-23,deaths,0,0
Zhejiang,China,2020-01-23,deaths,0,0
,Afghanistan,2020-01-23,deaths,0,0
,Albania,2020-01-23,deaths,0,0
,Algeria,2020-01-23,deaths,0,0
,Andorra,2020-01-23,deaths,0,0
,Angola,2020-01-23,deaths,0,0
,Antigua and Barbuda,2020-01-23,deaths,0,0
,Argentina,2020-01-23,deaths,0,0
,Armenia,2020-01-23,deaths,0,0
,Austria,2020-01-23,deaths,0,0
,Azerbaijan,2020-01-23,deaths,0,0
,Bahamas,2020-01-23,deaths,0,0
,Bahrain,2020-01-23,deaths,0,0
,Bangladesh,2020-01-23,deaths,0,0
,Barbados,2020-01-23,deaths,0,0
,Belarus,2020-01-23,deaths,0,0
,Belgium,2020-01-23,deaths,0,0
,Belize,2020-01-23,deaths,0,0
,Benin,2020-01-23,deaths,0,0
,Bhutan,2020-01-23,deaths,0,0
,Bolivia,2020-01-23,deaths,0,0
,Bosnia and Herzegovina,2020-01-23,deaths,0,0
,Botswana,2020-01-23,deaths,0,0
,Brazil,2020-01-23,deaths,0,0
,Brunei,2020-01-23,deaths,0,0
,Bulgaria,2020-01-23,deaths,0,0
,Burkina Faso,2020-01-23,deaths,0,0
,Burma,2020-01-23,deaths,0,0
,Burundi,2020-01-23,deaths,0,0
,Cabo Verde,2020-01-23,deaths,0,0
,Cambodia,2020-01-23,deaths,0,0
,Cameroon,2020-01-23,deaths,0,0
,Central African Republic,2020-01-23,deaths,0,0
,Chad,2020-01-23,deaths,0,0
,Chile,2020-01-23,deaths,0,0
,Colombia,2020-01-23,deaths,0,0
,Congo (Brazzaville),2020-01-23,deaths,0,0
,Congo (Kinshasa),2020-01-23,deaths,0,0
,Costa Rica,2020-01-23,deaths,0,0
,Cote d'Ivoire,2020-01-23,deaths,0,0
,Croatia,2020-01-23,deaths,0,0
,Cuba,2020-01-23,deaths,0,0
,Cyprus,2020-01-23,deaths,0,0
,Czechia,2020-01-23,deaths,0,0
,Denmark,2020-01-23,deaths,0,0
,Diamond Princess,2020-01-23,deaths,0,0
,Djibouti,2020-01-23,deaths,0,0
,Dominica,2020-01-23,deaths,0,0
,Dominican Republic,2020-01-23,deaths,0,0
,Ecuador,2020-01-23,deaths,0,0
,Egypt,2020-01-23,deaths,0,0
,El Salvador,2020-01-23,deaths,0,0
,Equatorial Guinea,2020-01-23,deaths,0,0
,Eritrea,2020-01-23,deaths,0,0
,Estonia,2020-01-23,deaths,0,0
,Eswatini,2020-01-23,deaths,0,0
,Ethiopia,2020-01-23,deaths,0,0
,Fiji,2020-01-23,deaths,0,0
,Finland,2020-01-23,deaths,0,0
,France,2020-01-23,deaths,0,0
,Gabon,2020-01-23,deaths,0,0
,Gambia,2020-01-23,deaths,0,0
,Georgia,2020-01-23,deaths,0,0
,Germany,2020-01-23,deaths,0,0
,Ghana,2020-01-23,deaths,0,0
,Greece,2020-01-23,deaths,0,0
,Grenada,2020-01-23,deaths,0,0
,Guatemala,2020-01-23,deaths,0,0
,Guinea,2020-01-23,deaths,0,0
,Guinea-Bissau,2020-01-23,deaths,0,0
